DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2012-0382-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",Monsoonal rains,"Slide (land, mud, snow, rock)",No,No,No,,42597,Km2,26.8,93.63,,2012,9,19,2012,9,23,21,,2000000,,2000000,,,,,98000,124917,78.45211388,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17583,""adm2_name"":""Kamrup""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":17590,""adm2_name"":""Nalbari""},{""adm2_code"":17592,""adm2_name"":""Sibsagar""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70086,""adm2_name"":""Bongaigaon""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""},{""adm2_code"":70093,""adm2_name"":""Tinsukia""},{""adm2_code"":17862,""adm2_name"":""North Sikkim""},{""adm2_code"":17955,""adm2_name"":""Murshidabad""},{""adm2_code"":17571,""adm2_name"":""East Siang""},{""adm2_code"":17572,""adm2_name"":""Lohit""},{""adm2_code"":17575,""adm2_name"":""West Siang""},{""adm2_code"":70085,""adm2_name"":""Papum Pare""},{""adm2_code"":17596,""adm2_name"":""Bhagalpur""},{""adm2_code"":17598,""adm2_name"":""Darbhanga""},{""adm2_code"":17608,""adm2_name"":""Katihar""},{""adm2_code"":17609,""adm2_name"":""Khagaria""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17619,""adm2_name"":""Patna""},{""adm2_code"":17631,""adm2_name"":""Siwan""},{""adm2_code"":70104,""adm2_name"":""Supaul""},{""adm2_code"":70154,""adm2_name"":""Sahibganj""},{""adm2_code"":17894,""adm2_name"":""Ballia""},{""adm2_code"":17896,""adm2_name"":""Bara Banki""},{""adm2_code"":17907,""adm2_name"":""Faizabad""}]",2013-02-06,2023-09-25
2012-0397-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jp7n,,CHN,China,Eastern Asia,Asia,Yangzhou district (Jiangsu Sheng province),,,No,No,No,,4.9,Richter,32.978,119.593,,2012,7,20,2012,7,20,1,2,2530,78,2610,,,,,,,78.45211388,"[{""adm2_code"":13153,""adm2_name"":""Yangzhou""}]",2012-10-23,2023-09-25
2012-0398-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jqf3,,IDN,Indonesia,South-eastern Asia,Asia,"Lindu village (Sigi area, Donggala district, Sulawesi Tengah province)",,,No,No,No,,6.3,Richter,-1.315,120.096,,2012,8,18,2012,8,18,6,43,5485,2355,7883,,,,,,,78.45211388,"[{""adm2_code"":73671,""adm2_name"":""Donggala""}]",2014-02-26,2023-09-25
2012-0407-GTM,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jv5f,,GTM,Guatemala,Latin America and the Caribbean,Americas,"San Marcos, Quetzaltenango, Solola, Retalhuleu, Quiché, Totonicapan, Huehuetenango, Suchitepequez, Chimaltenango, Sacatepequez, Guatemala provinces",,,Yes,No,Yes,,7.4,Richter,13.988,-91.895,,2012,11,7,2012,11,7,44,178,1321564,,1321742,,,,,210000,267679,78.45211388,"[{""adm1_code"":64821,""adm1_name"":""Guatemala""},{""adm1_code"":64823,""adm1_name"":""Sacatepéquez""},{""adm1_code"":64824,""adm1_name"":""Chimaltenango""},{""adm1_code"":64827,""adm1_name"":""Sololá""},{""adm1_code"":64828,""adm1_name"":""Totonicapán""},{""adm1_code"":64829,""adm1_name"":""Quetzaltenango""},{""adm1_code"":64830,""adm1_name"":""Suchitepéquez""},{""adm1_code"":64831,""adm1_name"":""Retalhuleu""},{""adm1_code"":64832,""adm1_name"":""San Marcos""},{""adm1_code"":64833,""adm1_name"":""Huehuetenango""},{""adm1_code"":64834,""adm1_name"":""Quiché""}]",2014-07-29,2023-09-25
2012-0414-PRK,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2012-000159,Typhoon Bolaven,PRK,Democratic People's Republic of Korea,Eastern Asia,Asia,"Hamgyong-bukto, Hamgyong-namdo, Hwanghae-bukto, Hwanghae-namdo, Kangwon-do, Yanggang-do provinces",,Flood,No,No,No,,,Kph,38.19,126.24,,2012,8,28,2012,8,30,59,1,10960,33500,44461,,,,,,,78.45211388,"[{""adm1_code"":1056,""adm1_name"":""Kangwon-do""},{""adm1_code"":1058,""adm1_name"":""Hamgyong-bukto""},{""adm1_code"":1059,""adm1_name"":""Hwanghae-bukto""},{""adm1_code"":1062,""adm1_name"":""Hamgyong-namdo""},{""adm1_code"":1063,""adm1_name"":""Hwanghae-namdo""},{""adm1_code"":1065,""adm1_name"":""Yanggang-do""}]",2012-11-22,2023-09-25
2012-0417-MMR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000190|USGS:usp000jvbq,,MMR,Myanmar,South-eastern Asia,Asia,"Chaung-U area (Monywa district, Sagaing province), Kyaukmyaung village (Shwebo district, Sagaing province), Myaung area (Sagaing district, Sagaing province), Mogok, Singu, Thabeikkyin areas (Pyin-Oo-Lwin district, Mandalay province), Kyaukse district (Mandalay province)",,"Slide (land, mud, snow, rock)",No,No,No,,6.8,Richter,23.005,95.885,,2012,11,11,2012,11,11,38,231,1255,,1486,,,,,1170,1491,78.45211388,"[{""adm2_code"":41801,""adm2_name"":""Kyaukse""},{""adm2_code"":41806,""adm2_name"":""Pyin-Oo-Lwin""},{""adm2_code"":41819,""adm2_name"":""Monywa""},{""adm2_code"":41820,""adm2_name"":""Sagaing""},{""adm2_code"":41821,""adm2_name"":""Shwebo""}]",2014-03-27,2023-09-25
2012-0425-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Nilam,IND,India,Southern Asia,Asia,"Andhra Pradesh, Tamil Nadu provinces",,Flood|Surge,No,No,No,,,Kph,11.82,78.08,,2012,11,4,2012,11,8,40,,70000,,70000,,,,,,,78.45211388,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""}]",2013-02-06,2023-09-25
2012-0431-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jr83,,PHL,Philippines,South-eastern Asia,Asia,"Guian town (Eastern Samar district, Region VIII (Eastern Visayas) province)",,,No,No,No,,7.6,Richter,10.811,126.638,,2012,8,31,2012,8,31,1,10,28869,,28879,,,,,3244,4135,78.45211388,"[{""adm2_code"":24257,""adm2_name"":""Eastern Samar""}]",2013-02-06,2023-09-25
2012-0444-RUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,RUS,Russian Federation,Eastern Europe,Europe,"Rostovskaya Oblast, Volgogradskaya Oblast, Kalmykiya Rep., Astrakhanskaya Oblast, Chechnya Rep., Dagestan Rep., Ingushetiya Rep., Adygeya Rep., Kabardino-balkariya Rep., Karatchayevo-cherkesiya Rep., Severnaya Osetiya-alaniya Rep., Krasnodarskiy Kray, Stavropolskiy Kray provinces",Torrential rains,,No,No,No,,10482,Km2,42.33,47.59,,2012,10,9,2012,10,15,7,,1120,,1120,,,,,,,78.45211388,"[{""adm1_code"":2487,""adm1_name"":""Adygeya Rep.""},{""adm1_code"":2493,""adm1_name"":""Astrakhanskaya Oblast""},{""adm1_code"":2498,""adm1_name"":""Chechnya Rep.""},{""adm1_code"":2503,""adm1_name"":""Dagestan Rep.""},{""adm1_code"":2505,""adm1_name"":""Ingushetiya Rep.""},{""adm1_code"":2508,""adm1_name"":""Kabardino-balkariya Rep.""},{""adm1_code"":2510,""adm1_name"":""Kalmykiya Rep.""},{""adm1_code"":2513,""adm1_name"":""Karatchayevo-cherkesiya Rep.""},{""adm1_code"":2524,""adm1_name"":""Krasnodarskiy Kray""},{""adm1_code"":2549,""adm1_name"":""Rostovskaya Oblast""},{""adm1_code"":2556,""adm1_name"":""Severnaya Osetiya-alaniya Rep.""},{""adm1_code"":2558,""adm1_name"":""Stavropolskiy Kray""},{""adm1_code"":2572,""adm1_name"":""Volgogradskaya Oblast""}]",2012-11-21,2023-09-25
2012-0446-GBR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Morpeth, Newburn, Cheshire, Rothbury, Gilling west villages (Northumberland district) (England province) ; North Yorkshire district (England province)","Heavy rains, hurricane Nadine",,No,No,No,,8507,Km2,54.04,-2.13,,2012,9,23,2012,9,27,3,,1500,,1500,,,,,81000,103248,78.45211388,"[{""adm2_code"":40123,""adm2_name"":""North Yorkshire""},{""adm2_code"":40125,""adm2_name"":""Northumberland""}]",2013-03-28,2023-09-25
2012-0466-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Massa-carrara, Pisa, Livorno, Siena districts (Toscana province) Capalbio, Albinia, Orbetello towns (Grossetto district, Toscana province), Orvieto town (Terni district, Umbria province), Venezia district (Veneto province), Roma district (Lazio province)",Torrential rain,,No,No,No,,,Km2,43.1605,12.41,,2012,11,11,2012,11,18,4,,500,700,1200,,,,,15000,19120,78.45211388,"[{""adm2_code"":18350,""adm2_name"":""Roma""},{""adm2_code"":18401,""adm2_name"":""Grosseto""},{""adm2_code"":18402,""adm2_name"":""Livorno""},{""adm2_code"":18404,""adm2_name"":""Massa-carrara""},{""adm2_code"":18405,""adm2_name"":""Pisa""},{""adm2_code"":18408,""adm2_name"":""Siena""},{""adm2_code"":18412,""adm2_name"":""Terni""},{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2012-11-21,2023-09-25
2012-0469-ZAF,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Bathurst, Port Alfred, Kenton-on-Sea towns (Ndlambe area, Cacadu district, Eastern Cape province), Grahamstown town (Makana area, Cacadu district, Eastern Cape province)",Heavy rains,,No,No,No,,14489,Km2,-32.93,26.56,,2012,10,24,2012,10,29,13,,125000,,125000,,,,,200000,254933,78.45211388,"[{""adm2_code"":77319,""adm2_name"":""Cacadu District Municipality""}]",2012-11-21,2023-09-25
2012-0471-IRN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Behshahr, Sari, Gaemshahr, Babol districts (Mazandaran province)",Torrential rains,,No,No,No,,11490,Km2,36.53,54.26,,2012,10,12,2012,10,15,7,,1000,,1000,,,,,,,78.45211388,"[{""adm2_code"":40887,""adm2_name"":""Babol""},{""adm2_code"":40906,""adm2_name"":""Behshahr""},{""adm2_code"":40958,""adm2_name"":""Gaemshahr""},{""adm2_code"":41093,""adm2_name"":""Sari""}]",2012-11-21,2023-09-25
2012-0472-SOM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,Hiraan province,Heavy rain,,No,No,No,,12753,Km2,4.94,44.89,,2012,11,21,2012,11,21,6,,12200,,12200,,,,,,,78.45211388,"[{""adm1_code"":2695,""adm1_name"":""Hiraan""}]",2012-11-21,2023-09-25
2012-0473-SSD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Jonglei, El Buheyrat, Northern Bahr El Ghazal, Unity, Upper Nile provinces",Heavy rains,,No,No,No,,138743,Km2,9.56,29.58,,2012,9,7,2012,10,3,15,,3000,,3000,,,,,,,78.45211388,"[{""adm1_code"":2746,""adm1_name"":""El Buheyrat""},{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2751,""adm1_name"":""Jonglei""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""}]",2012-11-21,2023-09-25
2012-0475-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAK,Pakistan,Southern Asia,Asia,"North-West Frontier, Jammu and Kashmir provinces",Monsoonal rain,,No,No,No,,98264,Km2,35.03,73.52,,2012,8,23,2012,8,29,26,,1200,,1200,,,,,,,78.45211388,"[{""adm1_code"":2275,""adm1_name"":""North-West Frontier""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",2012-11-22,2023-09-25
2012-0476-SSD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SSD,South Sudan,Sub-Saharan Africa,Africa,Bor district (Jonglei province),Heavy rains,,No,No,No,,456058,Km2,9.69,30.21,,2012,8,1,2012,8,29,32,,154000,,154000,,,,,,,78.45211388,"[{""adm2_code"":37053,""adm2_name"":""Bor""}]",2012-11-22,2023-09-25
2012-0477-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Wuhan, Huangshi districts (Hubei Sheng province)",Monsoonal rain,,No,No,No,,92141,Km2,31.41,113.04,,2012,7,9,2012,7,25,58,,140000,,140000,,,30000,38240,600000,764798,78.45211388,"[{""adm2_code"":13117,""adm2_name"":""Wuhan""},{""adm2_code"":13118,""adm2_name"":""Huangshi""}]",2012-11-22,2023-09-25
2012-0502-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jwga,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Zohan, Ghayen villages (Gaenat district, Khorasan province), Zirkooh, Hoserobat (Birjand district, Khorasan province)",,,No,No,No,,5.8,Richter,33.506,59.571,,2012,12,5,2012,12,5,6,23,5500,,5523,,,,,,,78.45211388,"[{""adm2_code"":40909,""adm2_name"":""Birjand""},{""adm2_code"":40959,""adm2_name"":""Gaenat""}]",2013-01-03,2023-09-25
2012-0536-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jwm5,,CHN,China,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,,,No,No,No,,5.3,Richter,38.745,88.098,,2012,12,7,2012,12,7,,,5500,,5500,,,,,96000,122368,78.45211388,"[{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]",2013-01-30,2023-09-25
2012-0537-LKA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,LKA,Sri Lanka,Southern Asia,Asia,"Matale, Kandy, Nuwara Eliya districts (Central province), Batticaloa district (Eastern province), Polonnaruwa, Kurunegala districts (North Central province), Galle, Hambantota districts (Southern province), Badulla, Moneragala districts (Uva province)",Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,49084,Km2,7.976,80.77,,2012,12,17,2012,12,19,53,21,447000,,447021,,,,,1200,1530,78.45211388,"[{""adm2_code"":25830,""adm2_name"":""Matale""},{""adm2_code"":41748,""adm2_name"":""Kandy""},{""adm2_code"":41749,""adm2_name"":""Nuwara Eliya""},{""adm2_code"":25833,""adm2_name"":""Batticaloa""},{""adm2_code"":25836,""adm2_name"":""Polonnaruwa""},{""adm2_code"":25837,""adm2_name"":""Kurunegala""},{""adm2_code"":25846,""adm2_name"":""Galle""},{""adm2_code"":25847,""adm2_name"":""Hambantota""},{""adm2_code"":25849,""adm2_name"":""Badulla""},{""adm2_code"":25850,""adm2_name"":""Moneragala""}]",2013-02-07,2023-09-25
2012-0545-AZE,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jkjw,,AZE,Azerbaijan,Western Asia,Asia,"Zagatala, Gakh districts (Shaki-Zaqatala province)",,,No,No,No,,5.1,Richter,41.439,46.789,,2012,5,18,2012,5,18,,,,6949,6949,,,,,,,78.45211388,"[{""adm2_code"":515,""adm2_name"":""Gakh""},{""adm2_code"":558,""adm2_name"":""Zagatala""}]",2013-02-01,2023-09-25
2012-0552-GBR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"St Asaph city (Clwyd district, North Wales, Wales province), Roanheads area in Peterhead city (Grampians district), Wick (Highland district) (Scotland province) ; Northamptonshire, Cleveland, Durham, Northumberland, Tyne and Wear districts (Northeast of England) (England province)",Torrential rains,,No,No,No,,,Km2,53.45,-1.19,"Thames, Ouse, Derwent, Cree, Ruchill",2012,11,21,2012,12,18,4,,1700,,1700,,,813000,1036301,1630000,2077701,78.45211388,"[{""adm2_code"":40100,""adm2_name"":""Cleveland""},{""adm2_code"":40106,""adm2_name"":""Durham""},{""adm2_code"":40124,""adm2_name"":""Northamptonshire""},{""adm2_code"":40125,""adm2_name"":""Northumberland""},{""adm2_code"":40134,""adm2_name"":""Tyne and Wear""},{""adm2_code"":40171,""adm2_name"":""Grampian""},{""adm2_code"":40172,""adm2_name"":""Highland""},{""adm2_code"":40179,""adm2_name"":""Clwyd""}]",2013-02-07,2023-09-25
2012-0593-ARG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ARG,Argentina,Latin America and the Caribbean,Americas,Corrientes province,,,No,No,No,,377212,Km2,-27.5,-59.63,,2012,11,20,2012,12,4,6,,10000,,10000,,,,,,,78.45211388,"[{""adm1_code"":435,""adm1_name"":""Corrientes""}]",2013-02-07,2023-09-25
2012-0597-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jdqd,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Nishabur district (Khorasan province),,,No,No,No,,5.1,Richter,36.288,58.835,,2012,1,19,2012,1,19,,238,,,238,,,,,,,78.45211388,"[{""adm2_code"":41053,""adm2_name"":""Nishabur""}]",2013-03-28,2023-09-25
2012-0604-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jfyz,,CHN,China,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,,,No,No,No,,5.9,Richter,39.383,81.307,,2012,3,9,2012,3,9,,36641,,,36641,,,,,84000,107072,78.45211388,"[{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]",2013-03-28,2023-09-25
2013-0007-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2013-000006,,IDN,Indonesia,South-eastern Asia,Asia,Dki Jakarta province,Moonsonal rains,,Yes,No,No,,1746,Km2,-6.17945,106.73,,2013,1,17,2013,1,31,34,,248846,,248846,,,300000,376878,3000000,3768782,79.60130942,"[{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""}]",2014-07-29,2023-09-25
2013-0011-MOZ,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2013-000008,,MOZ,Mozambique,Sub-Saharan Africa,Africa,"KaMavota, KaMubukwana, KaMaxakeni boroughs (Cidade de Maputo district, Maputo province), Chigubo, Chibuto, Mandlakaze, Massangena, Chicualacuala, Guija, Chokwe, Bilene, Xai-Xai districts (Gaza province), Panda, Homoine, Govuro districts (Inhambane province), Milange, Gile, Nicoadala, Chinde, Namarroi, Maganja da Costa, Namacurra, Cidade de Quelimane, Morrumbala districts (Zambezia province), Cidade de Chimoio, Gondola, Sussundenga, Barue, Mossurize, Macossa districts (Manica province), Nhamatanda, Machanga, Muanza, Cidade de Beira, Chemba, Caia districts (Sofala province)",,,Yes,No,No,17955,83155.21,Km2,-24.8006,32.68,,2013,1,,2013,1,,119,,240000,,240000,,,,,30000,37688,79.60130942,"[{""adm2_code"":21849,""adm2_name"":""Bilene""},{""adm2_code"":21850,""adm2_name"":""Chibuto""},{""adm2_code"":21851,""adm2_name"":""Chicualacuala""},{""adm2_code"":21852,""adm2_name"":""Chigubo""},{""adm2_code"":21853,""adm2_name"":""Chokwe""},{""adm2_code"":21854,""adm2_name"":""Guija""},{""adm2_code"":21856,""adm2_name"":""Mandlakaze""},{""adm2_code"":21857,""adm2_name"":""Massangena""},{""adm2_code"":21859,""adm2_name"":""Xai-xai""},{""adm2_code"":21861,""adm2_name"":""Govuro""},{""adm2_code"":21862,""adm2_name"":""Homoine""},{""adm2_code"":21869,""adm2_name"":""Panda""},{""adm2_code"":21872,""adm2_name"":""Barue""},{""adm2_code"":21873,""adm2_name"":""Gondola""},{""adm2_code"":21876,""adm2_name"":""Macossa""},{""adm2_code"":21878,""adm2_name"":""Mossurize""},{""adm2_code"":21879,""adm2_name"":""Sussundenga""},{""adm2_code"":65251,""adm2_name"":""Cidade de Chimoio""},{""adm2_code"":21923,""adm2_name"":""Caia""},{""adm2_code"":21924,""adm2_name"":""Chemba""},{""adm2_code"":21929,""adm2_name"":""Machanga""},{""adm2_code"":21932,""adm2_name"":""Muanza""},{""adm2_code"":21933,""adm2_name"":""Nhamatanda""},{""adm2_code"":65263,""adm2_name"":""Cidade da Beira""},{""adm2_code"":21946,""adm2_name"":""Chinde""},{""adm2_code"":21947,""adm2_name"":""Gile""},{""adm2_code"":21952,""adm2_name"":""Maganja da Costa""},{""adm2_code"":21953,""adm2_name"":""Milange""},{""adm2_code"":21957,""adm2_name"":""Morrumbala""},{""adm2_code"":21958,""adm2_name"":""Namacurra""},{""adm2_code"":21959,""adm2_name"":""Namarroi""},{""adm2_code"":21960,""adm2_name"":""Nicoadala""},{""adm2_code"":65266,""adm2_name"":""Cidade de Quelimane""},{""adm2_code"":41374,""adm2_name"":""Cidade de Maputo""}]",2014-07-29,2023-09-25
2013-0011-MWI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2013-000008,,MWI,Malawi,Sub-Saharan Africa,Africa,"Mangochi, Nsanje, Phalombe districts (Southern Region province)",,,No,No,No,,20095.7,Km2,-15.6178,35.02,,2013,1,,2013,1,,3,,33000,,33000,,,,,,,79.60130942,"[{""adm2_code"":19325,""adm2_name"":""Mangochi""},{""adm2_code"":19328,""adm2_name"":""Nsanje""},{""adm2_code"":42177,""adm2_name"":""Phalombe""}]",2013-08-28,2023-09-25
2013-0020-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000esgn,,IDN,Indonesia,South-eastern Asia,Asia,Nangroe Aceh Darussalam province,,,No,No,No,,6.1,Richter,4.927,95.907,,2013,1,22,2013,1,22,1,15,500,,515,,,,,,,79.60130942,"[{""adm1_code"":1512,""adm1_name"":""Nangroe Aceh Darussalam""}]",2013-11-27,2023-09-25
2013-0029-SLB,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,GLIDE:TS-2013-000015|USGS:usc000f1s0,,SLB,Solomon Islands,Melanesia,Oceania,Santa Cruz islands (Temotu (Adminitrative unit not available) province),,Tsunami/Tidal wave,Yes,No,No,,8,Richter,-10.799,165.114,,2013,2,6,2013,2,6,10,,3329,,3329,,,,,2000,2513,79.60130942,"[{""adm2_code"":25652,""adm2_name"":""Administrative unit not available""}]",2014-07-29,2023-09-25
2013-0034-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Manggala, Biringkanaya, Panakkukang, Tamalanrea areas (Kota Makassar district, Sulawesi Selatan province), Pangkajene Kepulauan, Maros, Jeneponto, Barru, Gowa districts (Sulawesi Selatan province)",,,No,No,No,,67600,Km2,-0.86702,121.88,,2013,1,3,2013,1,10,8,,1000,,1000,,,,,,,79.60130942,"[{""adm2_code"":18168,""adm2_name"":""Barru""},{""adm2_code"":18172,""adm2_name"":""Gowa""},{""adm2_code"":18173,""adm2_name"":""Jeneponto""},{""adm2_code"":18179,""adm2_name"":""Pangkajene Kepulauan""},{""adm2_code"":73735,""adm2_name"":""Kota Makasar""},{""adm2_code"":73792,""adm2_name"":""Maros""}]",2013-11-12,2023-09-25
